Serial Number,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Category
924,24,Norris Shores,Jake,Dunn,34,Son,Single,Male,Advertising account planner,Not Specified,Unknown,30-34,Other
922,24,Norris Shores,Judith,Dunn,62,Head,Married,Female,Commissioning editor,Not Specified,Catholic,60-64,Tech
923,24,Norris Shores,Clifford,Dunn,64,Husband,Married,Male,Theatre director,Not Specified,Catholic,60-64,Management
4252,24,Lichfield Pass,Jonathan,Evans,37,Head,Divorced,Male,Community education officer,Not Specified,Methodist,35-39,Education
3020,24,Cook Drives,Emily,Forster,5,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
3019,24,Cook Drives,Suzanne,Forster,39,Head,Divorced,Female,Dance movement psychotherapist,Not Specified,Catholic,35-39,Medical
10210,24,Bentley Lane,Suzanne,Gill,1,Daughter,Minor,Female,Child,Not Specified,Catholic,0-4,Child
10209,24,Bentley Lane,Donna,Gill,10,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
10208,24,Bentley Lane,Henry,Gill,14,Son,Minor,Male,Student,Not Specified,Catholic,10-14,Student
10207,24,Bentley Lane,Malcolm,Gill,15,Son,Minor,Male,Student,Not Specified,Catholic,15-19,Student
10206,24,Bentley Lane,Bradley,Gill,43,Head,Single,Male,Unemployed,Not Specified,Catholic,40-44,Unemployed
7494,24,Cardiff Street,Harriet,Gill,62,Lodger,Divorced,Female,Unemployed,Not Specified,Unknown,60-64,Unemployed
10364,24,Stone Parkway,Megan,Goodwin,4,Daughter,Minor,Female,Child,Not Specified,Catholic,0-4,Child
10363,24,Stone Parkway,Natasha,Goodwin,9,Daughter,Minor,Female,Student,Not Specified,Catholic,5-9,Student
10362,24,Stone Parkway,Kim,Goodwin,30,Head,Divorced,Female,Meteorologist,Not Specified,Catholic,30-34,Other
595,24,Marsh Bypass,Jane,Grant,51,Head,Single,Female,Chief Operating Officer,Not Specified,Christian,50-54,Management
8486,24,Farthing Glens,Lisa,Green-Shah,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
3472,24,Grape Drive,Helen,Gregory,23,Sibling,Single,Female,Health and safety adviser,Not Specified,Unknown,20-24,Other
3466,24,Grape Drive,Leonard,Hanson,59,Lodger,Divorced,Male,Herbalist,Not Specified,Christian,55-59,Other
7337,24,Jones Drive,Oliver,Harper,28,Head,Single,Male,"Conservator, museum/gallery",Not Specified,Catholic,25-29,Other
7878,24,Inverness Street,Emma,Holden,49,Wife,Married,Female,Television floor manager,Not Specified,Unknown,45-49,Management
7877,24,Inverness Street,Scott,Holden,51,Head,Married,Male,Primary school teacher,Not Specified,Christian,50-54,Education
7336,24,Jones Drive,Dawn,Holmes,49,Head,Divorced,Female,Water quality scientist,Not Specified,Unknown,45-49,Tech
8066,24,Hereford Street,Carl,Holt,26,Head,Single,Male,Armed forces logistics/support/administrative officer,Not Specified,Unknown,25-29,Clerical
7495,24,Cardiff Street,Sian,Hudson,62,Lodger,Single,Female,Operations geologist,Not Specified,Christian,60-64,Other
3689,24,Morris Plaza,Hannah,Hughes,57,Head,Single,Female,Unemployed,Not Specified,Christian,55-59,Unemployed
6041,24,Strawberry Lights,Henry,Hunter,5,Grandson,Minor,Male,Student,Not Specified,Unknown,5-9,Student
6040,24,Strawberry Lights,Linda,Hunter,10,Granddaughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
3468,24,Grape Drive,Rachel,Jackson,23,Sibling,Single,Female,Technical author,Not Specified,Christian,20-24,Tech
7697,24,Anderson Villages,Mitchell,James,17,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
7696,24,Anderson Villages,Jasmine,James,49,Head,Widowed,Female,Barrister's clerk,Not Specified,Unknown,45-49,Clerical
6039,24,Strawberry Lights,Colin,Jarvis-Robinson,11,Grandson,Minor,Male,Student,Not Specified,Unknown,10-14,Student
3870,24,Spider Avenue,Unknown,John,53,Head,Single,Male,Garment/textile technologist,Not Specified,Unknown,50-54,Tech
4871,24,February Lodge,John,Kennedy,1,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
4870,24,February Lodge,Bradley,Kennedy,5,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
4869,24,February Lodge,Ryan,Kennedy,31,Husband,Married,Male,"Administrator, education",Not Specified,Unknown,30-34,Education
4868,24,February Lodge,Rebecca,Kennedy,33,Head,Married,Female,Higher education lecturer,Not Specified,Unknown,30-34,Education
6637,24,Bond Glen,Jacqueline,Kennedy,60,Head,Single,Female,"Surveyor, minerals",Not Specified,Christian,60-64,Other
59,24,Williams Lane,Kate,Marsden,34,Head,Married,Female,Product manager,Not Specified,Methodist,30-34,Management
60,24,Williams Lane,Cameron,Marsden,37,Husband,Married,Male,Marine scientist,Not Specified,Methodist,35-39,Science
9696,24,Oyster Squares,Abbie,Marshall,48,Head,Married,Female,Magazine features editor,Not Specified,Catholic,45-49,Tech
9697,24,Oyster Squares,Charles,Marshall,48,Husband,Married,Male,Exercise physiologist,Not Specified,Unknown,45-49,Other
530,24,O'Brien Center,Terence,Martin,49,Partner,Single,Male,Furniture designer,Not Specified,Unknown,45-49,Tech
361,24,Davidson Lane,Callum,Matthews,20,Head,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
1273,24,Winchester Field,Dale,McCarthy,12,Son,Minor,Male,Student,Not Specified,Methodist,10-14,Student
1272,24,Winchester Field,Denise,McCarthy,14,Daughter,Minor,Female,Student,Not Specified,Methodist,10-14,Student
1423,24,Mistletoe Crescent,Henry,McCarthy,21,Husband,Married,Male,University Student,Not Specified,Unknown,20-24,Tech
1270,24,Winchester Field,Jacqueline,McCarthy,51,Head,Married,Female,Adult guidance worker,Not Specified,Methodist,50-54,Other
1271,24,Winchester Field,Joshua,McCarthy,52,Husband,Married,Male,Call centre manager,Not Specified,Methodist,50-54,Management
1546,24,Butterfly Street,Jordan,Miller,34,Head,Single,Male,"Conservation officer, historic buildings",Not Specified,Methodist,30-34,Management
3473,24,Grape Drive,James,Norman,28,Sibling,Single,Male,Special educational needs teacher,Not Specified,Muslim,25-29,Education
1832,24,Lloyd Avenue,Frank,O'Donnell,57,Husband,Married,Male,Automotive engineer,Not Specified,Christian,55-59,Engineering
1831,24,Lloyd Avenue,Danielle,O'Donnell,62,Head,Married,Female,Neurosurgeon,Not Specified,Christian,60-64,Medical
4652,24,Sagittarius Field,Keith,Patel,48,Head,Divorced,Male,Sports administrator,Not Specified,Christian,45-49,Education
4653,24,Sagittarius Field,Janice,Patel,60,Cousin,Single,Female,Armed forces operational officer,Not Specified,Christian,60-64,Management
9284,24,Horseshoe Lakes,Christine,Phillips,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
9282,24,Horseshoe Lakes,Mary,Phillips,12,Minor,Minor,Female,Student,Not Specified,Unknown,10-14,Student
9283,24,Horseshoe Lakes,Sandra,Phillips,12,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
9281,24,Horseshoe Lakes,Leslie,Phillips,16,Son,Minor,Male,Student,Not Specified,Unknown,15-19,Student
8378,24,Cellar Lane,Lesley,Phillips,24,Unknown,Single,Female,Fish farm manager,Not Specified,Christian,20-24,Management
9280,24,Horseshoe Lakes,Bethany,Phillips,34,Head,Single,Female,Agricultural engineer,Not Specified,Unknown,30-34,Engineering
3868,24,Spider Avenue,Jill,Preston,34,Head,Single,Female,"Teacher, English as a foreign language",Not Specified,Catholic,30-34,Education
4031,24,Evans Drive,Charlie,Rees,34,Head,Married,Male,Legal executive,Not Specified,Unknown,30-34,Management
4032,24,Evans Drive,Jane,Rees,34,Wife,Married,Female,Building surveyor,Not Specified,Unknown,30-34,Other
596,24,Marsh Bypass,Declan,Richards,25,Head,Single,Male,Best boy,Not Specified,Unknown,25-29,Other
3465,24,Grape Drive,Trevor,Roberts,3,Son,Minor,Male,Child,Not Specified,Unknown,0-4,Child
3464,24,Grape Drive,Gillian,Roberts,7,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
3463,24,Grape Drive,Leslie,Roberts,37,Head,Single,Male,Forensic scientist,Not Specified,Unknown,35-39,Science
6037,24,Strawberry Lights,Lydia,Robinson,61,Head,Married,Female,Charity fundraiser,Not Specified,Methodist,60-64,Tech
6038,24,Strawberry Lights,Shaun,Robinson,61,Husband,Married,Male,TEFL teacher,Not Specified,Unknown,60-64,Education
3470,24,Grape Drive,Mohammed,Rowley,33,Lodger,Single,Male,"Conservator, furniture",Physical Disability,Unknown,30-34,Tech
8770,24,Iris Forge,Ann,Scott,25,Wife,Married,Female,Agricultural consultant,Not Specified,Christian,25-29,Other
8769,24,Iris Forge,Ronald,Scott,28,Head,Married,Male,"Journalist, magazine",Not Specified,Christian,25-29,Media & Entertainment
8484,24,Farthing Glens,Leah,Shah,36,Head,Married,Female,Health and safety adviser,Not Specified,Unknown,35-39,Other
8069,24,Hereford Street,Sam,Smith,45,Head,Single,Male,Public house manager,Not Specified,Catholic,45-49,Management
2507,24,Brightwater Street,Leah,Stephens,3,Daughter,Minor,Female,Child,Not Specified,Christian,0-4,Child
2506,24,Brightwater Street,Catherine,Stephens,6,Daughter,Minor,Female,Student,Not Specified,Christian,5-9,Student
2505,24,Brightwater Street,Jennifer,Stephens,28,Head,Single,Female,Volunteer coordinator,Not Specified,Christian,25-29,Other
2509,24,Brightwater Street,Lawrence,Stephens,44,Lodger,Divorced,Male,"Research officer, government",Not Specified,Methodist,40-44,Management
1548,24,Butterfly Street,Jacqueline,Swift,30,Unknown,Single,Female,Comptroller,Not Specified,Unknown,30-34,Other
2817,24,Craig Unions,Amy,Swift,66,Head,Married,Female,Theatre manager,Not Specified,Christian,65-69,Management
2818,24,Craig Unions,Luke,Swift,67,Husband,Married,Male,Waste management officer,Not Specified,Christian,65-69,Management
9392,24,January Knolls,Josephine,Taylor,12,Daughter,Minor,Female,Student,Not Specified,Catholic,10-14,Student
9106,24,Duck Lodge,Barry,Taylor,15,Son,Minor,Male,Student,Not Specified,Catholic,15-19,Student
8377,24,Cellar Lane,Alex,Taylor,47,Unknown,Single,Male,"Conservator, museum/gallery",Not Specified,Unknown,45-49,Other
9105,24,Duck Lodge,Denise,Taylor,47,Head,Single,Female,Unemployed,Not Specified,Catholic,45-49,Unemployed
8852,24,Jones Mission,Barbara,Taylor,60,Unknown,Single,Female,Primary school teacher,Not Specified,Christian,60-64,Education
1665,24,Inner Avenue,Amber,Turner,44,Head,Married,Female,Management consultant,Not Specified,Unknown,40-44,Other
1666,24,Inner Avenue,Frederick,Turner,46,Husband,Married,Male,Medical physicist,Not Specified,Unknown,45-49,Medical
8613,24,Webster Hill,Christian,Turner,64,Lodger,Single,Male,Student,Not Specified,Unknown,60-64,Student
3869,24,Spider Avenue,Dominic,Wade,34,Head,Single,Male,Publishing copy,Not Specified,Muslim,30-34,Other
594,24,Marsh Bypass,Samantha,Waters,50,Head,Single,Female,"Research officer, government",Not Specified,Catholic,50-54,Management
2508,24,Brightwater Street,Katherine,Webb,57,Lodger,Single,Female,Therapeutic radiographer,Not Specified,Catholic,55-59,Other
9968,24,North Road,Kelly,Weston,8,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
9967,24,North Road,Joanna,Weston,42,Head,Single,Female,Unemployed,Not Specified,Unknown,40-44,Unemployed
8851,24,Jones Mission,Luke,Whitehouse,19,Head,Single,Male,Ranger/warden,Not Specified,Catholic,15-19,Other
845,24,Rhubarb Street,Donald,Whittaker,5,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
844,24,Rhubarb Street,Clifford,Whittaker,9,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
842,24,Rhubarb Street,Kim,Whittaker,34,Head,Married,Female,Armed forces operational officer,Not Specified,Unknown,30-34,Management
843,24,Rhubarb Street,Robin,Whittaker,44,Husband,Married,Male,"Psychologist, clinical",Not Specified,Unknown,40-44,Medical
3471,24,Grape Drive,Hayley,Wilkinson,51,Lodger,Divorced,Female,"Nurse, learning disability",Not Specified,Christian,50-54,Medical
8612,24,Webster Hill,Kelly,Williams,23,Wife,Married,Female,Counselling psychologist,Not Specified,Unknown,20-24,Other
7496,24,Cardiff Street,Brenda,Williams,27,Lodger,Single,Female,Community arts worker,Not Specified,Christian,25-29,Tech
8611,24,Webster Hill,Martyn,Williams,29,Head,Married,Male,"Psychologist, occupational",Not Specified,Unknown,25-29,Other
2514,25,Brightwater Street,Brenda,Allen,8,Daughter,Minor,Female,Student,Not Specified,Methodist,5-9,Student
2512,25,Brightwater Street,Leonard,Allen,10,Son,Minor,Male,Student,Not Specified,Methodist,10-14,Student
2513,25,Brightwater Street,Jason,Allen,10,Son,Minor,Male,Student,Not Specified,Methodist,10-14,Student
2510,25,Brightwater Street,Chelsea,Allen,38,Head,Married,Female,"Doctor, general practice",Not Specified,Methodist,35-39,Medical
2511,25,Brightwater Street,Luke,Allen,41,Husband,Married,Male,Wellsite geologist,Not Specified,Methodist,40-44,Tech
535,25,O'Brien Center,Pauline,Anderson,0,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
3691,25,Morris Plaza,Joyce,Anderson,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
3690,25,Morris Plaza,Louise,Anderson,25,Head,Single,Female,Chief Financial Officer,Not Specified,Unknown,25-29,Management
533,25,O'Brien Center,Mandy,Anderson,30,Head,Married,Female,"Social research officer, government",Not Specified,Jewish,30-34,Management
534,25,O'Brien Center,Oliver,Anderson,34,Husband,Married,Male,Water quality scientist,Not Specified,Jewish,30-34,Tech
8771,25,Iris Forge,Rosie,Bennett,32,Head,Divorced,Female,"Teacher, early years/pre",Not Specified,Unknown,30-34,Education
3481,25,Grape Drive,Catherine,Bowen,21,Head,Single,Female,University Student,Not Specified,Unknown,20-24,Tech
931,25,Norris Shores,Danielle,Cartwright-Hopkins,1,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
10211,25,Bentley Lane,Lynne,Chadwick,29,Head,Married,Female,Cartographer,Not Specified,Unknown,25-29,Other
10214,25,Bentley Lane,Jill,Chadwick-Hartley,5,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
10213,25,Bentley Lane,Martyn,Chadwick-Hartley,6,Son,Minor,Male,Student,Not Specified,Unknown,5-9,Student
10212,25,Bentley Lane,Lewis,Chadwick-Hartley,29,Husband,Married,Male,Minerals surveyor,Not Specified,Unknown,25-29,Other
7883,25,Inverness Street,Emily,Clarke,34,Lodger,Divorced,Female,Visual merchandiser,Not Specified,Unknown,30-34,Other
3877,25,Spider Avenue,Martyn,Cox,23,Son,Single,Male,Diplomatic Services operational officer,Not Specified,Catholic,20-24,Management
3874,25,Spider Avenue,Margaret,Cox,28,Daughter,Single,Female,"Engineer, drilling",Not Specified,Unknown,25-29,Engineering
3875,25,Spider Avenue,Sharon,Cox,28,Daughter,Single,Female,Electronics engineer,Not Specified,Catholic,25-29,Engineering
3876,25,Spider Avenue,Gregory,Cox,28,Son,Single,Male,"Lecturer, further education",Not Specified,Catholic,25-29,Education
3873,25,Spider Avenue,Barry,Cox,32,Son,Single,Male,Biomedical engineer,Not Specified,Catholic,30-34,Medical
3872,25,Spider Avenue,Abdul,Cox,36,Adopted Son,Divorced,Male,Art gallery manager,Not Specified,Catholic,35-39,Management
3871,25,Spider Avenue,Carole,Cox,65,Head,Widowed,Female,Chief Executive Officer,Not Specified,Catholic,65-69,Management
1554,25,Butterfly Street,Susan,Cross,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
1553,25,Butterfly Street,Katie,Cross,6,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
1552,25,Butterfly Street,Holly,Cross,10,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
1551,25,Butterfly Street,Anna,Cross,12,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
1550,25,Butterfly Street,Geoffrey,Cross,13,Son,Minor,Male,Student,Not Specified,Unknown,10-14,Student
1549,25,Butterfly Street,Margaret,Cross,38,Head,Divorced,Female,Unemployed,Not Specified,Unknown,35-39,Unemployed
8617,25,Webster Hill,Nicholas,Davies,2,Son,Minor,Male,Child,Not Specified,Muslim,0-4,Child
8618,25,Webster Hill,Hannah,Davies,2,Daughter,Minor,Female,Child,Not Specified,Muslim,0-4,Child
8615,25,Webster Hill,Vincent,Davies,6,Son,Minor,Male,Student,Not Specified,Muslim,5-9,Student
8616,25,Webster Hill,Kayleigh,Davies,6,Daughter,Minor,Female,Student,Not Specified,Muslim,5-9,Student
8614,25,Webster Hill,Sheila,Davies,34,Head,Divorced,Female,Video editor,Not Specified,Muslim,30-34,Tech
6882,25,Yellow Roads,Kevin,Davies-Bentley,16,Son,Minor,Male,Student,Not Specified,Christian,15-19,Student
6881,25,Yellow Roads,Nigel,Davies-Bentley,20,Son,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
6880,25,Yellow Roads,Roger,Davies-Bentley,25,Son,Single,Male,Set designer,Not Specified,Christian,25-29,Creative Arts
6879,25,Yellow Roads,Julie,Davies-Bentley,55,Head,Divorced,Female,Minerals surveyor,Not Specified,Christian,55-59,Other
6638,25,Bond Glen,Georgina,Dixon,69,Head,Single,Female,Retired Media planner,Not Specified,Christian,65-69,Retired
7065,25,Allan Mountains,Melanie,Ellis,35,Head,Married,Female,Archivist,Not Specified,Christian,35-39,Other
7066,25,Allan Mountains,Liam,Ellis,36,Husband,Married,Male,Clinical biochemist,Not Specified,Christian,35-39,Medical
61,25,Williams Lane,Angela,Evans,29,Head,Married,Female,Photographer,Not Specified,Catholic,25-29,Creative Arts
62,25,Williams Lane,Graham,Evans,30,Husband,Married,Male,Geoscientist,Not Specified,Unknown,30-34,Science
1667,25,Inner Avenue,Jeffrey,Frost,81,Head,Widowed,Male,"Retired Producer, television/film/video",Not Specified,Unknown,80-84,Retired
176,25,Spider Street,Olivia,Gibbs,27,Daughter,Single,Female,Art gallery manager,Not Specified,Unknown,25-29,Management
175,25,Spider Street,Josh,Gibbs,30,Son,Single,Male,Probation officer,Not Specified,Unknown,30-34,Management
174,25,Spider Street,Albert,Gibbs,31,Son,Single,Male,"Restaurant manager, fast food",Not Specified,Unknown,30-34,Management
173,25,Spider Street,Charlotte,Gibbs,68,Head,Widowed,Female,"Retired Surveyor, commercial/residential",Not Specified,Unknown,65-69,Retired
366,25,Davidson Lane,Graeme,Gilbert,58,Lodger,Single,Male,"Scientist, research (maths)",Not Specified,Unknown,55-59,Science
10365,25,Stone Parkway,Rachel,Goddard,66,Head,Married,Female,"Civil engineer, consulting",Not Specified,Christian,65-69,Engineering
10366,25,Stone Parkway,Adam,Goddard,69,Husband,Married,Male,Retired Art therapist,Not Specified,Christian,65-69,Retired
365,25,Davidson Lane,Claire,Goodwin,53,Sibling,Single,Female,"Engineer, petroleum",Not Specified,Christian,50-54,Engineering
536,25,O'Brien Center,Harriet,Gray,43,Lodger,Single,Female,Information officer,Not Specified,Christian,40-44,Management
8379,25,Cellar Lane,Jennifer,Harris,44,Head,Single,Female,"Engineer, production",Not Specified,Christian,40-44,Engineering
4654,25,Sagittarius Field,Gordon,Harris,57,Head,Single,Male,Ranger/warden,Not Specified,Christian,55-59,Other
4882,25,February Lodge,Mathew,Hayes,19,Son,Single,Male,Secretary/administrator,Not Specified,Unknown,15-19,Education
4881,25,February Lodge,Trevor,Hayes,23,Son,Single,Male,Paediatric nurse,Not Specified,Catholic,20-24,Medical
4880,25,February Lodge,Lynn,Hayes,28,Daughter,Divorced,Female,Brewing technologist,Not Specified,Catholic,25-29,Tech
4879,25,February Lodge,Georgina,Hayes,31,Daughter,Divorced,Female,Fish farm manager,Not Specified,Unknown,30-34,Management
4878,25,February Lodge,Mohammad,Hayes,35,Son,Single,Male,Medical secretary,Not Specified,Catholic,35-39,Medical
4877,25,February Lodge,Katy,Hayes,37,Daughter,Single,Female,"Designer, blown glass/stained glass",Not Specified,Catholic,35-39,Creative Arts
4876,25,February Lodge,Julie,Hayes,41,Daughter,Single,Female,Outdoor activities/education manager,Not Specified,Catholic,40-44,Education
4875,25,February Lodge,Paige,Hayes,42,Daughter,Single,Female,Ceramics designer,Not Specified,Catholic,40-44,Creative Arts
4873,25,February Lodge,Jennifer,Hayes,76,Head,Single,Female,"Retired Producer, radio",Not Specified,Catholic,75-79,Retired
9109,25,Duck Lodge,Francis,Holmes,20,Son,Divorced,Male,University Student,Not Specified,Christian,20-24,Tech
9110,25,Duck Lodge,Ricky,Holmes,20,Son,Single,Male,Chartered loss adjuster,Not Specified,Unknown,20-24,Other
930,25,Norris Shores,Declan,Hopkins,2,Son,Minor,Male,Child,Not Specified,Catholic,0-4,Child
929,25,Norris Shores,Norman,Hopkins,6,Son,Minor,Male,Student,Not Specified,Catholic,5-9,Student
928,25,Norris Shores,Abigail,Hopkins,41,Head,Single,Female,Chief Strategy Officer,Not Specified,Catholic,40-44,Management
9969,25,North Road,Beverley,Howell,27,Head,Divorced,Female,Stage manager,Not Specified,Unknown,25-29,Management
8487,25,Farthing Glens,Thomas,Hussain,20,Head,Single,Male,University Student,Not Specified,Unknown,20-24,Tech
3479,25,Grape Drive,Katie,Iqbal,3,Granddaughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
9396,25,January Knolls,William,Jackson,18,Son,Single,Male,Student,Not Specified,Unknown,15-19,Student
9394,25,January Knolls,Sharon,Jackson,53,Head,Married,Female,Higher education lecturer,Not Specified,Unknown,50-54,Education
9395,25,January Knolls,Trevor,Jackson,55,Husband,Married,Male,Comptroller,Not Specified,Unknown,55-59,Other
8381,25,Cellar Lane,Declan,Jenkins,45,Head,Single,Male,Tourism officer,Not Specified,Muslim,45-49,Management
3477,25,Grape Drive,Dylan,Lee,7,Grandson,Minor,Male,Student,Not Specified,Unknown,5-9,Student
3478,25,Grape Drive,Alex,Lee,7,Grandson,Minor,Male,Student,Not Specified,Unknown,5-9,Student
3476,25,Grape Drive,Lucy,Lee,8,Granddaughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
3475,25,Grape Drive,Anthony,Lee,64,Head,Single,Male,Unemployed,Not Specified,Unknown,60-64,Unemployed
8071,25,Hereford Street,Nicola,Lee,68,Wife,Married,Female,Retired Health visitor,Not Specified,Unknown,65-69,Retired
8070,25,Hereford Street,Gregory,Lee,69,Head,Married,Male,"Retired Psychotherapist, dance movement",Not Specified,Unknown,65-69,Retired
4550,25,Parrot Plains,Jemma,Lewis,41,Daughter,Widowed,Female,Proofreader,Not Specified,Unknown,40-44,Other
4549,25,Parrot Plains,Kieran,Lewis,64,Husband,Married,Male,Corporate treasurer,Not Specified,Christian,60-64,Other
4548,25,Parrot Plains,Cheryl,Lewis,65,Head,Married,Female,Fish farm manager,Not Specified,Christian,65-69,Management
4256,25,Lichfield Pass,Louise,Lord,9,Daughter,Minor,Female,Student,Not Specified,Methodist,5-9,Student
4255,25,Lichfield Pass,Valerie,Lord,13,Daughter,Minor,Female,Student,Not Specified,Methodist,10-14,Student
4253,25,Lichfield Pass,Laura,Lord,44,Head,Married,Female,Warden/ranger,Not Specified,Methodist,40-44,Other
4254,25,Lichfield Pass,Bernard,Lord,49,Husband,Married,Male,"Development worker, community",Not Specified,Methodist,45-49,Tech
1274,25,Winchester Field,Claire,Miles,28,Head,Married,Female,Drilling engineer,Not Specified,Unknown,25-29,Engineering
1275,25,Winchester Field,Terry,Miles,30,Husband,Married,Male,Radio producer,Not Specified,Unknown,30-34,Media & Entertainment
3021,25,Cook Drives,Danny,Mills,32,Head,Single,Male,Recruitment consultant,Not Specified,Unknown,30-34,Tech
9285,25,Horseshoe Lakes,Gail,Mills,54,Head,Married,Female,Musician,Not Specified,Christian,50-54,Creative Arts
9286,25,Horseshoe Lakes,Jeffrey,Mills,58,Husband,Married,Male,Unemployed,Not Specified,Christian,55-59,Unemployed
7501,25,Cardiff Street,Julie,Moore,16,Daughter,Minor,Female,Student,Not Specified,Catholic,15-19,Student
7500,25,Cardiff Street,Gerald,Moore,18,Son,Single,Male,Student,Not Specified,Catholic,15-19,Student
7499,25,Cardiff Street,Nigel,Moore,22,Son,Divorced,Male,University Student,Not Specified,Catholic,20-24,Tech
1277,25,Winchester Field,Janet,Moore,38,Lodger,Single,Female,Technical sales engineer,Not Specified,Catholic,35-39,Engineering
7497,25,Cardiff Street,Philip,Moore,50,Head,Single,Male,Technical sales engineer,Not Specified,Catholic,50-54,Engineering
1276,25,Winchester Field,Abigail,Murphy,40,Sibling,Divorced,Female,Forensic psychologist,Not Specified,Catholic,40-44,Other
363,25,Davidson Lane,Anna,Murray,26,Head,Single,Female,Research scientist (life sciences),Not Specified,Unknown,25-29,Science
2819,25,Craig Unions,Joshua,Nash,65,Head,Widowed,Male,Unemployed,Not Specified,Christian,65-69,Unemployed
8853,25,Jones Mission,Ruth,Palmer,43,Head,Married,Female,Garment/textile technologist,Not Specified,Christian,40-44,Tech
8854,25,Jones Mission,Martyn,Palmer,50,Husband,Married,Male,Freight forwarder,Not Specified,Unknown,50-54,Other
3692,25,Morris Plaza,Bernard,Pope,52,Sibling,Single,Male,Architect,Not Specified,Christian,50-54,Tech
1834,25,Lloyd Avenue,Lisa,Reeves,34,Head,Single,Female,Mudlogger,Not Specified,Unknown,30-34,Other
4034,25,Evans Drive,Peter,Rogers,48,Partner,Single,Male,Ship broker,Not Specified,Unknown,45-49,Other
3624,25,First Drive,Charlene,Russell,68,Head,Divorced,Female,"Retired Runner, broadcasting/film/video",Not Specified,Methodist,65-69,Retired
1424,25,Mistletoe Crescent,Marion,Russell,82,Head,Married,Female,Retired Speech and language therapist,Not Specified,Christian,80-84,Retired
1425,25,Mistletoe Crescent,Mark,Russell,83,Husband,Married,Male,Retired Glass blower/designer,Not Specified,Christian,80-84,Retired
364,25,Davidson Lane,Bradley,Sanders,44,Lodger,Divorced,Male,"Teacher, special educational needs",Not Specified,Catholic,40-44,Education
4884,25,February Lodge,Lesley,Sanderson,12,Daughter,Minor,Female,Student,Not Specified,Unknown,10-14,Student
4883,25,February Lodge,Vincent,Sanderson,18,Son,Single,Male,Student,Not Specified,Catholic,15-19,Student
9107,25,Duck Lodge,Christian,Sims,14,Son,Minor,Male,Student,Not Specified,Christian,10-14,Student
9108,25,Duck Lodge,Maureen,Sims,51,Head,Divorced,Female,Wellsite geologist,Not Specified,Christian,50-54,Tech
1833,25,Lloyd Avenue,Iain,Smith,36,Head,Single,Male,Unemployed,Not Specified,Unknown,35-39,Unemployed
7700,25,Anderson Villages,Cheryl,Stevens,2,Daughter,Minor,Female,Child,Not Specified,Unknown,0-4,Child
7699,25,Anderson Villages,Unknown,Stevens,6,Daughter,Minor,Female,Student,Not Specified,Unknown,5-9,Student
7698,25,Anderson Villages,Victoria,Stevens,39,Head,Divorced,Female,Unemployed,Not Specified,Unknown,35-39,Unemployed
3480,25,Grape Drive,Danielle,Summers,25,Lodger,Single,Female,"Therapist, drama",Not Specified,Methodist,25-29,Medical
8284,25,Rhubarb Bypass,Tom,Taylor,28,Head,Single,Male,Materials engineer,Not Specified,Unknown,25-29,Engineering
8380,25,Cellar Lane,Jane,Taylor,53,Unknown,Divorced,Female,Probation officer,Not Specified,Christian,50-54,Management
1095,25,St.John Falls,Sally,Taylor,56,Wife,Married,Female,Unemployed,Not Specified,Methodist,55-59,Unemployed
1094,25,St.John Falls,Harry,Taylor,59,Head,Married,Male,Estate manager/land agent,Not Specified,Methodist,55-59,Management
7881,25,Inverness Street,Amber,Thompson,30,Head,Married,Female,Music therapist,Not Specified,Unknown,30-34,Medical
7882,25,Inverness Street,Clive,Thompson,32,Husband,Married,Male,Race relations officer,Not Specified,Unknown,30-34,Management
